V0_LATITUDE,V1_LATITUDE,V2_LATITUDE,V3_LATITUDE,V0_LONGITUDE,V1_LONGITUDE,V2_LONGITUDE,V3_LONGITUDE,mg/si,al/si,ca/si
48.712,43.049,43.035,48.696,-126.381,-126.483,-125.557,-125.34,0.206,0.837,0.464
13.977,8.747,8.738,13.967,-124.726,-124.789,-124.148,-124.072,0.259,0.693,0.257
20.72,15.488,15.478,20.709,-125.708,-125.771,-125.109,-125.023,0.376,1.174,0.549
-27.026,-32.269,-32.281,-27.038,-124.263,-124.382,-123.586,-123.518,0.204,0.635,0.298
-4.303,-9.954,-9.964,-4.313,-131.295,-131.367,-130.712,-130.65,0.266,0.473,0.194
-83.466,-89.176,-88.407,-83.573,-137.521,-158.149,-142.221,-130.355,0.305,1.573,0.686
16.632,11.4,11.39,16.622,-126.817,-126.878,-126.227,-126.148,0.237,0.861,0.297
76.921,71.234,71.2,76.872,-127.163,-127.748,-125.407,-123.776,0.289,0.806,0.411
-50.363,-55.622,-55.642,-50.379,-128.137,-128.424,-127.137,-127.017,0.619,1.755,0.591
-11.596,-16.831,-16.841,-11.606,-129.273,-129.351,-128.672,-128.614,0.227,0.352,0.468
40.734,35.496,35.484,40.721,-121.187,-121.271,-120.469,-120.315,0.595,0.81,0.349
-37.13,-42.378,-42.392,-37.142,-127.659,-127.82,-126.882,-126.803,0.283,0.745,0.147
64.22,58.949,58.931,64.198,-133.657,-133.792,-132.365,-131.936,0.344,0.964,0.341
-30.64,-35.883,-35.895,-30.651,-130.653,-130.777,-129.941,-129.875,0.318,0.658,0.206
-37.036,-42.698,-42.711,-37.048,-132.902,-133.064,-132.127,-132.051,0.287,0.59,0.186
-57.042,-62.308,-62.333,-57.062,-127.474,-127.903,-126.295,-126.125,0.391,0.882,0.691
51.009,45.751,45.738,50.994,-133.928,-134.002,-132.994,-132.793,0.238,0.617,0.397
-22.67,-27.909,-27.919,-22.679,-134.71,-134.798,-134.048,-133.997,0.25,1.174,0.495
6.457,0.809,0.799,6.447,-124.814,-124.885,-124.251,-124.177,0.236,0.736,0.401
21.891,16.238,16.228,21.881,-129.949,-130.011,-129.337,-129.247,0.245,0.797,0.402
9.205,3.559,3.549,9.195,-122.665,-122.737,-122.103,-122.025,0.382,0.522,0.351
83.096,77.806,77.759,83.012,-131.727,-132.863,-129.133,-125.106,0.402,0.735,0.36
11.531,6.3,6.291,11.521,-125.814,-125.877,-125.238,-125.165,0.43,1.009,0.325
2.158,-3.489,-3.499,2.149,-123.809,-123.883,-123.247,-123.176,0.473,1.122,0.356
-2.253,-7.902,-7.912,-2.263,-125.979,-126.055,-125.409,-125.342,0.334,1.075,0.482
82.279,76.989,76.945,82.204,-132.001,-132.956,-129.466,-126.083,0.296,0.524,0.171
75.728,70.034,70.006,75.688,-133.072,-133.447,-131.202,-129.907,0.588,1.516,0.483
16.484,11.254,11.244,16.474,-124.697,-124.76,-124.113,-124.033,0.246,0.559,0.212
20.133,14.482,14.472,20.123,-127.84,-127.904,-127.242,-127.153,0.485,1.471,0.282
-17.845,-23.499,-23.509,-17.855,-128.31,-128.408,-127.691,-127.626,0.715,1.455,0.547
84.953,79.258,79.201,84.83,-127.978,-130.227,-126.011,-119.035,0.244,0.557,0.26
72.699,67.017,66.989,72.661,-125.431,-125.822,-123.94,-122.914,0.508,0.826,0.324
3.773,-1.878,-1.887,3.764,-132.267,-132.33,-131.685,-131.621,0.615,1.359,0.767
-39.707,-45.373,-45.388,-39.721,-126.684,-126.879,-125.881,-125.788,0.343,0.834,0.404
-12.326,-17.978,-17.988,-12.335,-130.339,-130.424,-129.739,-129.678,0.293,0.728,0.603
37.4,31.748,31.736,37.388,-121.24,-121.325,-120.563,-120.415,0.431,0.882,0.361
-46.562,-52.23,-52.245,-46.576,-133.196,-133.439,-132.279,-132.18,0.337,1.106,0.484
-52.581,-58.254,-58.274,-52.598,-131.377,-131.72,-130.334,-130.199,0.383,0.809,0.318
20.906,15.676,15.666,20.895,-122.524,-122.589,-121.931,-121.842,0.414,1.023,0.379
29.43,24.187,24.178,29.42,-134.168,-134.217,-133.489,-133.397,0.397,1.12,0.662
-6.587,-11.82,-11.83,-6.596,-128.149,-128.221,-127.563,-127.504,0.312,0.726,0.352
-74.24,-79.912,-79.981,-74.283,-129.92,-132.544,-127.958,-127.022,0.393,0.752,0.368
20.541,14.89,14.88,20.531,-128.899,-128.962,-128.296,-128.207,0.355,1.019,0.508
-3.983,-9.217,-9.226,-3.993,-130.232,-130.299,-129.647,-129.588,0.47,1.653,0.488
-54.324,-59.999,-60.02,-54.342,-129.388,-129.776,-128.302,-128.147,0.303,0.989,0.491
45.108,39.861,39.848,45.094,-128.588,-128.67,-127.789,-127.617,0.336,1.308,0.586
71.395,66.128,66.101,71.361,-124.447,-124.782,-122.98,-122.121,0.539,1.248,0.287
88.261,82.58,82.499,87.936,-121.896,-130.611,-124.454,-99.019,0.411,0.687,0.279
-16.812,-22.466,-22.476,-16.822,-131.46,-131.551,-130.841,-130.78,0.34,1.149,0.255
60.876,55.616,55.598,60.854,-127.155,-127.309,-126.055,-125.676,0.366,0.858,0.316
-53.565,-59.242,-59.264,-53.584,-124.121,-124.508,-123.056,-122.896,0.332,0.83,0.414
51.125,45.877,45.862,51.109,-125.26,-125.366,-124.39,-124.162,0.398,0.889,0.479
-49.368,-54.624,-54.64,-49.383,-134.342,-134.593,-133.359,-133.262,0.323,1.083,0.327
-4.249,-9.481,-9.49,-4.258,-127.062,-127.132,-126.482,-126.421,0.341,0.891,0.329
45.211,39.958,39.946,45.199,-134.006,-134.068,-133.166,-133.01,0.286,0.963,0.467
22.749,17.517,17.507,22.738,-124.623,-124.687,-124.018,-123.928,0.433,1.29,0.358
55.91,50.656,50.639,55.892,-127.298,-127.419,-126.321,-126.036,0.323,0.807,0.341
11.516,5.864,5.855,11.508,-134.325,-134.378,-133.726,-133.661,0.384,0.732,0.214
87.983,82.318,82.232,87.673,-115.444,-124.701,-118.89,-95.805,0.405,0.856,0.269
51.797,46.551,46.536,51.78,-123.105,-123.218,-122.235,-121.997,0.353,1.181,0.337
89.607,85.369,85.235,89.222,-62.775,-127.617,-117.866,19.508,0.342,1.141,0.264
42.234,36.578,36.566,42.22,-123.291,-123.382,-122.563,-122.392,0.325,0.753,0.34
1.597,-4.052,-4.062,1.587,-126.989,-127.061,-126.421,-126.352,0.393,0.844,0.519
49.83,44.169,44.155,49.814,-124.217,-124.328,-123.389,-123.158,0.217,1.102,0.431
-32.716,-37.961,-37.974,-32.728,-130.699,-130.831,-129.967,-129.899,0.617,1.204,0.342
8.437,2.787,2.778,8.427,-129.03,-129.095,-128.455,-128.383,0.439,1.086,0.33
79.414,73.726,73.686,79.352,-125.591,-126.44,-123.739,-121.402,0.307,0.92,0.213
-38.623,-43.872,-43.887,-38.636,-128.75,-128.918,-127.954,-127.873,0.314,0.803,0.426
-50.206,-55.465,-55.483,-50.223,-130.218,-130.497,-129.222,-129.107,0.291,0.708,0.248
-0.405,-5.635,-5.645,-0.415,-122.785,-122.856,-122.217,-122.151,0.236,0.733,0.268
89.41,84.208,84.104,88.74,-97.832,-129.867,-121.989,-65.73,0.672,0.796,0.238
67.895,62.629,62.605,67.867,-126.858,-127.098,-125.518,-124.896,0.286,0.787,0.375
-57.704,-63.379,-63.401,-57.723,-133.751,-134.209,-132.56,-132.393,0.484,1.14,0.295
15.123,9.891,9.882,15.114,-127.895,-127.955,-127.306,-127.231,0.298,1.118,0.492
-44.907,-50.574,-50.589,-44.921,-133.136,-133.361,-132.249,-132.155,0.436,0.761,0.437
-51.032,-56.291,-56.31,-51.048,-130.257,-130.549,-129.242,-129.123,0.343,0.668,0.286
22.807,17.575,17.565,22.797,-125.684,-125.747,-125.076,-124.986,0.511,1.421,0.517
27.957,22.717,22.707,27.947,-132.026,-132.081,-131.367,-131.274,0.383,0.832,0.328
-83.649,-88.984,-88.199,-83.754,-140.699,-153.166,-142.641,-133.388,0.369,0.819,0.185
24.882,19.233,19.223,24.87,-121.413,-121.486,-120.813,-120.709,0.218,0.639,0.267
51.912,46.243,46.229,51.896,-130.625,-130.726,-129.72,-129.479,0.322,0.862,0.372
19.708,14.06,14.05,19.698,-123.599,-123.668,-123.014,-122.922,0.558,1.904,0.607
-80.248,-85.45,-85.606,-80.319,-133.803,-142.497,-132.165,-129.052,0.349,1.046,0.347
60.506,54.838,54.819,60.484,-122.858,-123.034,-121.828,-121.423,0.223,0.764,0.354
82.456,76.771,76.721,82.367,-121.196,-122.759,-119.454,-115.368,0.26,1.064,0.393
67.753,62.076,62.053,67.724,-125.778,-126.037,-124.496,-123.837,0.31,0.669,0.415
21.937,16.281,16.272,21.928,-134.234,-134.286,-133.603,-133.522,0.348,1.054,0.213
29.258,23.608,23.597,29.247,-122.418,-122.493,-121.795,-121.679,0.275,0.942,0.348
-27.083,-32.325,-32.338,-27.095,-123.212,-123.332,-122.535,-122.465,0.239,0.662,0.388
-22.685,-27.924,-27.935,-22.695,-126.285,-126.388,-125.637,-125.573,0.344,0.539,0.275
63.095,57.423,57.404,63.071,-123.835,-124.034,-122.728,-122.252,0.217,0.775,0.229
-35.286,-40.532,-40.544,-35.298,-133.904,-134.04,-133.141,-133.076,0.528,1.039,0.508
56.717,51.046,51.03,56.698,-128.355,-128.486,-127.373,-127.058,0.25,0.932,0.401
56.252,50.577,50.562,56.235,-132.732,-132.837,-131.715,-131.427,0.301,0.84,0.434
84.503,79.229,79.167,84.38,-119.856,-122.288,-118.208,-111.886,0.37,0.859,0.352
48.424,43.181,43.167,48.408,-122.111,-122.213,-121.298,-121.092,0.327,1.051,0.219
-67.467,-73.147,-73.187,-67.496,-130.58,-131.662,-128.983,-128.592,0.61,1.169,0.716
-27.315,-32.557,-32.569,-27.326,-130.584,-130.696,-129.9,-129.837,0.388,0.623,0.51
-71.302,-76.98,-77.032,-71.338,-130.214,-131.916,-128.403,-127.795,0.299,0.964,0.363
-57.864,-63.131,-63.156,-57.885,-127.532,-127.985,-126.326,-126.148,0.325,0.673,0.499
87.254,81.996,81.911,87.013,-113.636,-120.291,-114.798,-98.589,0.278,0.548,0.285
11.137,5.903,5.894,11.127,-131.127,-131.183,-130.537,-130.469,0.388,1.297,0.27
-20.144,-25.799,-25.81,-20.154,-131.512,-131.61,-130.876,-130.814,0.53,1.36,0.287
0,0,0,0,0,0,0,0,0.457,0.843,0.673
-63.779,-69.048,-69.08,-63.804,-130.126,-130.822,-128.685,-128.428,0.24,0.684,0.29
80.929,75.233,75.193,80.863,-131.084,-131.938,-128.883,-126.071,0.383,1.226,0.338
37.743,32.495,32.485,37.732,-134.089,-134.142,-133.339,-133.221,0.462,0.732,0.29
20.967,15.317,15.307,20.957,-127.83,-127.895,-127.23,-127.139,0.409,0.934,0.376
-62.007,-67.272,-67.297,-62.028,-136.109,-136.655,-134.725,-134.546,0.365,1.036,0.593
-79.272,-84.892,-85.035,-79.338,-130.089,-137.827,-128.57,-125.751,0.231,0.492,0.353
15.872,10.636,10.627,15.862,-132.146,-132.199,-131.541,-131.469,0.41,0.537,0.258
-79.034,-84.264,-84.386,-79.097,-132.971,-139.09,-130.931,-128.762,0.268,0.765,0.254
-50.877,-56.134,-56.15,-50.892,-135.435,-135.699,-134.413,-134.316,0.218,0.556,0.234
69.98,64.292,64.27,69.952,-133.444,-133.66,-131.929,-131.211,0.49,0.992,0.48
70.602,65.339,65.312,70.567,-120.172,-120.51,-118.787,-117.971,0.314,1.372,0.269
52.118,46.446,46.433,52.102,-132.808,-132.898,-131.877,-131.645,0.278,0.649,0.292
70.802,65.524,65.501,70.773,-133.404,-133.622,-131.802,-131.072,0.559,1.183,0.562
17.957,12.72,12.711,17.947,-132.125,-132.179,-131.514,-131.44,0.319,0.564,0.276
88.987,83.811,83.7,88.439,-92.165,-117.001,-109.937,-66.027,0.166,0.565,0.189
-50.269,-55.531,-55.55,-50.286,-123.946,-124.241,-122.949,-122.822,0.445,1.485,0.544
-27.835,-33.077,-33.089,-27.846,-129.542,-129.657,-128.855,-128.79,0.52,1.147,0.506
-83.25,-88.224,-88.601,-83.338,-143.56,-174.002,-147.759,-136.787,0.271,0.978,0.397
75.728,70.444,70.415,75.688,-133.072,-133.427,-131.133,-129.907,0.672,1.518,0.52
-54.735,-59.995,-60.014,-54.751,-134.599,-134.938,-133.482,-133.358,0.447,0.779,0.495
4.847,-0.801,-0.811,4.837,-125.892,-125.962,-125.326,-125.255,0.399,0.502,0.245
-35.724,-41.387,-41.4,-35.737,-129.721,-129.883,-128.965,-128.885,0.456,1.141,0.332
25.299,19.651,19.64,25.288,-121.408,-121.481,-120.806,-120.7,0.227,0.608,0.269
-79.811,-85.029,-85.158,-79.873,-138.398,-145.59,-136.299,-133.93,0.231,0.976,0.237
-3.149,-8.799,-8.809,-3.158,-130.222,-130.294,-129.642,-129.579,0.482,1.234,0.447
-79.32,-84.543,-84.678,-79.387,-129.106,-135.898,-127.231,-124.741,0.295,0.784,0.431
-54.896,-60.572,-60.594,-54.915,-128.379,-128.785,-127.278,-127.116,0.49,1.096,0.517
-49.381,-54.639,-54.657,-49.397,-130.181,-130.449,-129.202,-129.091,0.353,0.666,0.33
59.37,54.115,54.097,59.349,-123.97,-124.124,-122.937,-122.584,0.318,0.674,0.482
-72.934,-78.203,-78.26,-72.974,-130.588,-132.497,-128.607,-127.928,0.352,1.066,0.337
-54.138,-59.399,-59.419,-54.155,-132.501,-132.84,-131.405,-131.274,0.205,0.847,0.422
11.366,5.717,5.707,11.356,-127.937,-128.002,-127.361,-127.285,0.329,0.853,0.285
46.811,41.568,41.554,46.796,-123.21,-123.305,-122.415,-122.224,0.658,1.232,0.594
-28.153,-33.811,-33.824,-28.165,-125.34,-125.472,-124.658,-124.584,0.312,0.929,0.377
66.632,61.366,61.344,66.605,-128.012,-128.225,-126.71,-126.151,0.262,0.57,0.259
17.812,12.577,12.567,17.802,-131.059,-131.114,-130.452,-130.376,0.408,1.14,0.511
-71.847,-77.525,-77.581,-71.885,-128.273,-130.13,-126.437,-125.766,0.174,0.65,0.209
89.607,86.181,86.019,89.222,-62.775,-126.644,-114.934,19.508,0.27,1.05,0.282
-26.428,-32.086,-32.098,-26.439,-126.356,-126.481,-125.688,-125.616,0.353,0.711,0.258
-27.858,-33.516,-33.529,-27.869,-124.281,-124.413,-123.603,-123.528,0.243,0.636,0.297
80.203,74.924,74.881,80.137,-126.531,-127.422,-124.487,-121.981,0.401,1.168,0.392
76.241,70.961,70.929,76.196,-129.506,-129.98,-127.651,-126.26,0.249,0.474,0.504
-82.541,-87.582,-87.908,-82.639,-132.159,-154.648,-134.954,-125.842,0.45,0.929,0.352
-25.779,-31.437,-31.449,-25.791,-124.238,-124.362,-123.575,-123.503,0.278,0.776,0.376
82.946,77.675,77.62,82.849,-117.555,-119.312,-115.785,-111.371,0.316,1.358,0.471
88.642,84.219,84.1,89.314,-100.153,-116.675,-109.122,-75.077,0.154,0.628,0.211
-17.821,-23.475,-23.484,-17.83,-133.585,-133.674,-132.957,-132.9,0.327,0.914,0.49
77.332,72.054,72.019,77.281,-127.102,-127.687,-125.235,-123.602,0.3,0.884,0.5
-58.599,-64.277,-64.303,-58.62,-128.628,-129.145,-127.413,-127.213,0.346,0.84,0.276
55.532,49.868,49.852,55.514,-123.012,-123.151,-122.092,-121.785,0.252,0.793,0.419
-28.569,-33.811,-33.824,-28.58,-125.348,-125.472,-124.658,-124.589,0.336,0.986,0.375
-3.151,-8.382,-8.391,-3.16,-124.934,-125.006,-124.359,-124.297,0.403,1.012,0.63
41.767,36.528,36.515,41.753,-122.234,-122.319,-121.503,-121.345,0.324,0.988,0.348
-56.445,-62.123,-62.148,-56.465,-124.301,-124.762,-123.156,-122.969,0.522,1.006,0.46
-20.787,-26.441,-26.453,-20.797,-124.144,-124.253,-123.513,-123.444,0.293,0.828,0.316
70.899,65.215,65.19,70.867,-129.978,-130.269,-128.496,-127.664,0.252,0.845,0.165
19.653,14.005,13.995,19.642,-122.539,-122.609,-121.957,-121.864,0.267,0.811,0.284
-32.301,-37.546,-37.558,-32.312,-130.689,-130.82,-129.962,-129.894,0.551,1.195,0.352
28.143,22.489,22.479,28.133,-129.881,-129.945,-129.239,-129.134,0.381,0.814,0.415
-33.65,-38.896,-38.909,-33.662,-129.67,-129.808,-128.93,-128.859,0.255,0.765,0.278
56.665,51.403,51.388,56.648,-132.723,-132.824,-131.678,-131.402,0.241,0.412,0.403
55.496,50.242,50.226,55.478,-127.308,-127.427,-126.34,-126.062,0.335,0.798,0.33
34.39,28.733,28.722,34.378,-129.809,-129.877,-129.124,-128.999,0.251,0.664,0.344
59.685,54.419,54.403,59.667,-133.773,-133.878,-132.633,-132.314,0.203,0.666,0.233
-82.169,-87.285,-87.524,-82.247,-141.341,-158.361,-141.224,-135.508,0.595,1.468,0.347
69.517,63.836,63.812,69.487,-127.857,-128.137,-126.476,-125.724,0.358,0.734,0.368
-30.999,-36.659,-36.672,-31.011,-126.454,-126.597,-125.748,-125.672,0.397,0.955,0.354
22.577,17.347,17.336,22.566,-122.503,-122.569,-121.904,-121.812,0.464,1.279,0.523
77.634,71.949,71.913,77.581,-124.823,-125.501,-123.084,-121.264,0.27,0.939,0.26
11.137,5.486,5.477,11.127,-131.127,-131.188,-130.542,-130.469,0.465,1.353,0.269
30.564,25.33,25.319,30.552,-123.463,-123.532,-122.822,-122.711,0.242,0.684,0.48
31.561,26.328,26.317,31.549,-121.325,-121.397,-120.681,-120.566,0.337,0.836,0.345
-40.352,-45.602,-45.616,-40.365,-132.992,-133.162,-132.168,-132.092,0.282,0.702,0.451
-15.59,-20.827,-20.836,-15.599,-134.609,-134.683,-133.982,-133.932,0.475,1.095,0.443
-77.137,-82.792,-82.891,-77.192,-129.954,-134.488,-127.991,-126.367,0.453,1.185,0.405
10.538,4.886,4.877,10.529,-133.265,-133.322,-132.673,-132.605,0.372,0.88,0.5
67.483,62.217,62.194,67.455,-126.88,-127.113,-125.558,-124.955,0.3,0.923,0.373
-33.647,-39.308,-39.321,-33.659,-128.619,-128.771,-127.886,-127.808,0.375,1.232,0.454
49.256,43.596,43.582,49.239,-122.094,-122.206,-121.283,-121.054,0.285,0.557,0.221
86.404,80.731,80.657,86.216,-114.832,-119.65,-114.926,-102.999,0.575,1.025,0.58
30.315,24.658,24.648,30.304,-130.927,-130.99,-130.266,-130.157,0.328,0.673,0.464
89.172,88.69,88.609,89.495,-86.569,-44.187,-10.064,-18.16,0.191,0.805,0.394
-25.836,-31.493,-31.506,-25.847,-123.186,-123.312,-122.524,-122.45,0.394,1.314,0.632
-55.644,-61.318,-61.339,-55.662,-133.622,-134.022,-132.494,-132.345,0.316,0.825,0.237
-8.155,-13.39,-13.399,-8.165,-130.284,-130.356,-129.691,-129.633,0.697,1.105,0.432
-25.596,-30.838,-30.849,-25.608,-126.34,-126.452,-125.672,-125.607,0.429,1.096,0.334
47.642,42.399,42.385,47.627,-123.194,-123.291,-122.387,-122.189,0.652,1.117,0.607
-16.262,-21.497,-21.508,-16.272,-123.012,-123.104,-122.401,-122.338,0.418,0.884,0.403
86.134,80.865,80.792,85.961,-117.771,-121.835,-117.011,-106.623,0.55,0.997,0.303
-52.572,-57.835,-57.856,-52.59,-126.158,-126.487,-125.105,-124.968,0.307,0.711,0.286
31.81,26.572,26.562,31.799,-127.704,-127.769,-127.04,-126.929,0.307,0.694,0.218
-84.136,-89.383,-88.666,-84.262,-134.935,-170.31,-142.338,-126.856,0.378,0.717,0.268
-18.262,-23.499,-23.509,-18.272,-128.317,-128.408,-127.691,-127.631,0.719,1.46,0.515
59.635,54.377,54.359,59.614,-127.194,-127.339,-126.129,-125.777,0.233,0.9,0.313
-9.766,-15.417,-15.427,-9.776,-126.079,-126.164,-125.493,-125.428,0.399,1.152,0.486
-44.672,-49.927,-49.944,-44.687,-126.851,-127.071,-125.964,-125.866,0.487,0.7,0.33
17.981,12.752,12.742,17.971,-122.559,-122.624,-121.976,-121.892,0.276,0.826,0.304
-51.918,-57.593,-57.614,-51.936,-124.03,-124.382,-123.006,-122.858,0.419,1.242,0.524
27.766,22.524,22.515,27.756,-134.183,-134.232,-133.514,-133.427,0.316,1.052,0.512
71.431,65.744,65.72,71.399,-131.07,-131.359,-129.535,-128.675,0.422,0.758,0.49
-36.987,-42.651,-42.666,-37,-124.504,-124.682,-123.736,-123.647,0.487,0.926,0.357
20.906,15.258,15.248,20.895,-122.524,-122.594,-121.937,-121.842,0.421,1.014,0.399
-40.678,-45.927,-45.941,-40.69,-134.043,-134.211,-133.213,-133.14,0.377,1.552,0.528
-43.61,-48.865,-48.881,-43.624,-124.715,-124.928,-123.846,-123.748,0.379,0.849,0.562
34.06,28.402,28.392,34.049,-130.885,-130.951,-130.197,-130.075,0.507,0.954,0.703
56.801,51.542,51.526,56.782,-129.435,-129.553,-128.421,-128.128,0.426,1.025,0.416
64.846,59.577,59.557,64.822,-131.388,-131.554,-130.108,-129.637,0.571,1.607,0.378
-65.419,-70.689,-70.724,-65.445,-130.311,-131.115,-128.789,-128.495,0.28,0.804,0.361
-17.848,-23.502,-23.512,-17.858,-129.365,-129.461,-128.744,-128.681,0.388,0.714,0.288
-37.866,-43.113,-43.126,-37.878,-132.923,-133.077,-132.132,-132.061,0.249,0.519,0.243
12.535,6.883,6.874,12.526,-132.178,-132.237,-131.587,-131.515,0.442,0.908,0.385
-56.389,-61.653,-61.675,-56.408,-130.555,-130.954,-129.395,-129.24,0.259,0.787,0.323
65.867,60.183,60.164,65.844,-133.606,-133.765,-132.278,-131.764,0.374,1.036,0.351
-63.28,-68.959,-68.989,-63.304,-132.143,-132.861,-130.744,-130.485,0.263,1.128,0.297
86.766,81.477,81.409,86.588,-128.792,-132.229,-126.857,-115.016,0.485,1.092,0.406
43.138,37.472,37.461,43.126,-134.03,-134.094,-133.229,-133.076,0.328,0.834,0.328
-12.093,-17.744,-17.754,-12.103,-122.947,-123.038,-122.357,-122.29,0.347,0.987,0.44
-49.693,-54.95,-54.968,-49.709,-131.239,-131.508,-130.253,-130.143,0.348,0.853,0.242
2.938,-2.712,-2.721,2.929,-132.276,-132.339,-131.694,-131.631,0.402,0.831,0.366
75.372,70.103,70.07,75.327,-121.857,-122.379,-120.219,-118.898,0.351,0.815,0.488
12.952,7.717,7.708,12.943,-132.174,-132.229,-131.577,-131.509,0.535,0.858,0.372
4.364,-1.286,-1.295,4.354,-130.136,-130.202,-129.56,-129.493,0.482,0.644,0.31
4.102,-1.128,-1.138,4.093,-126.959,-127.024,-126.387,-126.322,0.491,0.844,0.363
-73.884,-79.558,-79.625,-73.927,-128.79,-131.288,-126.85,-125.952,0.269,1.148,0.285
34.899,29.664,29.652,34.886,-121.277,-121.353,-120.61,-120.483,0.452,0.837,0.319
74.137,68.457,68.427,74.095,-122.008,-122.49,-120.501,-119.286,0.418,1.017,0.567
50.72,45.06,45.045,50.703,-120.994,-121.114,-120.165,-119.919,0.42,0.708,0.403
58.86,53.594,53.579,58.842,-133.79,-133.892,-132.675,-132.371,0.361,0.813,0.222
35.933,30.281,30.269,35.92,-122.325,-122.407,-121.658,-121.518,0.239,1.096,0.358
41.567,36.329,36.316,41.553,-121.173,-121.259,-120.446,-120.288,0.378,0.941,0.371
-42.984,-48.65,-48.665,-42.997,-132.028,-132.238,-131.173,-131.082,0.591,1.419,0.486
0.67,-4.561,-4.57,0.66,-125.942,-126.01,-125.371,-125.307,0.311,0.894,0.286
-21.421,-27.076,-27.086,-21.43,-134.691,-134.784,-134.04,-133.985,0.277,1.009,0.474
58.248,52.992,52.974,58.227,-126.157,-126.296,-125.135,-124.809,0.535,1.368,0.5
25.974,20.322,20.311,25.963,-127.774,-127.84,-127.151,-127.05,0.429,0.681,0.28
-63.612,-68.883,-68.915,-63.638,-128.036,-128.734,-126.603,-126.34,0.394,0.947,0.292
-82.141,-87.582,-87.908,-82.233,-131.641,-154.648,-134.954,-125.655,0.506,0.991,0.427
-60.773,-66.037,-66.061,-60.792,-136.009,-136.505,-134.678,-134.514,0.299,0.985,0.57
-38.373,-43.622,-43.637,-38.386,-127.694,-127.862,-126.901,-126.82,0.357,1.022,0.138
-50.923,-56.597,-56.617,-50.941,-126.072,-126.401,-125.071,-124.933,0.259,0.612,0.218
37.652,31.999,31.987,37.64,-123.364,-123.446,-122.679,-122.533,0.445,0.939,0.321
-15.979,-21.216,-21.226,-15.989,-131.448,-131.53,-130.828,-130.771,0.334,1.042,0.277
65.134,59.455,59.434,65.11,-130.268,-130.458,-129.026,-128.505,0.574,1.346,0.593
-31.159,-36.403,-36.416,-31.171,-129.612,-129.74,-128.897,-128.829,0.404,0.743,0.219
-71.191,-76.464,-76.516,-71.229,-126.065,-127.618,-124.213,-123.64,0.663,1.456,0.308
44.898,39.242,39.228,44.883,-121.114,-121.214,-120.362,-120.17,0.526,1.375,0.493
14.873,9.224,9.214,14.863,-125.776,-125.843,-125.199,-125.116,0.405,0.963,0.599
-41.595,-46.846,-46.86,-41.608,-133.029,-133.207,-132.187,-132.109,0.401,0.808,0.514
89.03,84.225,84.109,89.548,-99.435,-122.444,-114.761,-44.032,0.44,1.176,0.359
66.814,61.553,61.53,66.787,-123.66,-123.899,-122.4,-121.816,0.344,0.841,0.249
-3.328,-8.559,-8.569,-3.338,-122.823,-122.897,-122.251,-122.187,0.255,0.729,0.173
-74.647,-79.912,-79.981,-74.691,-130.044,-132.544,-127.958,-127.066,0.396,0.773,0.333
-58.855,-64.119,-64.141,-58.874,-134.854,-135.298,-133.605,-133.449,0.371,0.756,0.247
64.45,58.776,58.755,64.425,-125.938,-126.146,-124.77,-124.255,0.395,0.466,0.423
-26.977,-32.219,-32.229,-26.988,-133.732,-133.837,-133.045,-132.989,0.332,0.96,0.254
89.503,87.861,87.553,89.095,-36.149,-108.185,-89.902,25.103,0.391,1.161,0.665
51.004,45.751,45.737,50.988,-129.56,-129.655,-128.664,-128.446,0.517,0.891,0.41
-20.51,-26.165,-26.176,-20.521,-127.3,-127.405,-126.669,-126.602,0.375,1.149,0.463
-74.45,-79.717,-79.787,-74.496,-126.903,-129.373,-124.848,-123.945,0.361,0.839,0.353
-56.131,-61.396,-61.419,-56.151,-128.456,-128.857,-127.305,-127.146,0.428,0.867,0.552
