V0_LATITUDE,V1_LATITUDE,V2_LATITUDE,V3_LATITUDE,V0_LONGITUDE,V1_LONGITUDE,V2_LONGITUDE,V3_LONGITUDE,mg/si,al/si,ca/si
23.186,17.946,17.938,23.177,-134.223,-134.271,-133.58,-133.503,0.464,1.455,0.246
-43.905,-49.16,-49.176,-43.92,-125.774,-125.989,-124.9,-124.803,0.427,1.065,0.301
61.854,56.183,56.164,61.831,-123.883,-124.07,-122.811,-122.372,0.205,0.832,0.351
-52.269,-57.529,-57.549,-52.286,-130.319,-130.631,-129.273,-129.148,0.364,0.624,0.281
14.281,9.048,9.039,14.271,-128.966,-129.025,-128.376,-128.303,0.3,0.929,0.432
-14.954,-20.606,-20.617,-14.964,-124.046,-124.142,-123.444,-123.377,0.311,0.752,0.374
78.973,73.694,73.655,78.915,-126.812,-127.546,-124.839,-122.778,0.399,0.739,0.422
-25.554,-30.795,-30.806,-25.565,-131.604,-131.709,-130.931,-130.871,0.339,0.873,0.318
89.607,84.963,84.839,89.222,-62.775,-127.987,-118.997,19.508,0.314,1.14,0.27
-55.972,-61.233,-61.253,-55.989,-134.669,-135.035,-133.516,-133.384,0.59,1,0.544
0,0,0,0,0,0,0,0,0.081,0.55,0.3
10.866,5.215,5.206,10.857,-132.195,-132.254,-131.607,-131.536,0.303,1.102,0.329
-11.176,-16.827,-16.837,-11.186,-128.211,-128.296,-127.618,-127.554,0.41,0.76,0.201
-7.742,-12.975,-12.985,-7.752,-124.995,-125.072,-124.411,-124.35,0.364,0.798,0.409
54.599,48.925,48.911,54.583,-132.764,-132.862,-131.784,-131.52,0.221,0.628,0.371
-33.865,-39.11,-39.122,-33.876,-131.776,-131.912,-131.032,-130.964,0.425,0.733,0.428
46.869,41.2,41.188,46.856,-133.985,-134.055,-133.133,-132.954,0.322,0.872,0.457
18.632,13.4,13.39,18.621,-125.732,-125.795,-125.14,-125.058,0.323,1.106,0.58
12.967,7.32,7.31,12.957,-122.62,-122.69,-122.053,-121.971,0.192,0.592,0.287
-13.09,-18.326,-18.335,-13.098,-134.577,-134.647,-133.959,-133.91,0.496,0.879,0.304
47.881,42.634,42.621,47.866,-126.397,-126.489,-125.571,-125.375,0.373,0.957,0.421
10.107,4.874,4.865,10.097,-129.012,-129.071,-128.429,-128.361,0.24,0.888,0.321
35.863,30.618,30.608,35.851,-131.94,-132.001,-131.223,-131.105,0.552,1.068,0.48
-39.293,-44.958,-44.973,-39.306,-126.672,-126.863,-125.874,-125.782,0.5,0.852,0.446
-15.667,-20.902,-20.913,-15.677,-125.112,-125.201,-124.501,-124.44,0.248,0.614,0.233
-61.561,-67.242,-67.271,-61.585,-127.833,-128.482,-126.51,-126.263,0.316,0.672,0.304
-82.919,-88.223,-88.67,-83.016,-137.616,-172.318,-146.16,-131.036,0.246,0.649,0.188
-23.84,-29.496,-29.507,-23.851,-127.359,-127.474,-126.708,-126.639,0.332,0.549,0.472
-39.201,-44.866,-44.881,-39.214,-127.718,-127.907,-126.921,-126.831,0.382,0.961,0.219
-32.204,-37.864,-37.876,-32.215,-131.738,-131.877,-131.016,-130.945,0.266,0.602,0.364
66.975,61.291,61.27,66.949,-132.43,-132.619,-131.078,-130.503,0.335,1.174,0.395
88.482,83.226,83.132,88.101,-116.167,-127.817,-121.138,-91.751,0.43,0.684,0.294
58.661,52.992,52.974,58.641,-126.145,-126.296,-125.135,-124.779,0.472,1.192,0.523
-22.747,-27.986,-27.998,-22.758,-125.232,-125.337,-124.585,-124.52,0.379,0.916,0.555
69.665,64.392,64.369,69.635,-130.053,-130.301,-128.586,-127.884,0.277,0.766,0.168
54.395,48.724,48.71,54.378,-130.576,-130.686,-129.622,-129.35,0.35,1.029,0.31
-50.425,-56.096,-56.114,-50.441,-132.315,-132.615,-131.321,-131.201,0.172,0.521,0.301
79.113,73.428,73.388,79.052,-123.417,-124.273,-121.644,-119.38,0.43,1.55,0.346
-55.005,-60.677,-60.697,-55.021,-135.635,-136.002,-134.515,-134.388,0.447,0.944,0.467
20.314,14.661,14.652,20.304,-131.033,-131.093,-130.423,-130.337,0.604,1.282,0.545
40.848,35.185,35.174,40.836,-131.88,-131.951,-131.122,-130.973,0.314,0.862,0.334
-64.198,-69.877,-69.91,-64.222,-131.205,-131.991,-129.768,-129.482,0.34,1.022,0.221
-51.6,-57.273,-57.294,-51.617,-128.198,-128.533,-127.18,-127.042,0.541,1.235,0.554
0.087,-5.563,-5.572,0.077,-129.124,-129.195,-128.551,-128.485,0.335,0.954,0.373
73.901,68.635,68.604,73.86,-119.859,-120.32,-118.322,-117.19,0.306,1.131,0.426
70.571,65.304,65.278,70.537,-124.51,-124.822,-123.082,-122.286,0.495,1.191,0.322
-24.066,-29.306,-29.316,-24.075,-133.682,-133.777,-133.015,-132.96,0.329,0.882,0.197
66.032,60.357,60.336,66.005,-124.783,-125.018,-123.574,-122.993,0.498,1.487,0.65
-35.886,-41.548,-41.562,-35.898,-127.626,-127.792,-126.869,-126.786,0.386,1.079,0.39
-43.177,-48.844,-48.86,-43.191,-128.893,-129.113,-128.038,-127.94,0.365,0.65,0.309
-57.453,-63.131,-63.156,-57.474,-127.503,-127.985,-126.326,-126.136,0.336,0.704,0.559
-36.965,-42.213,-42.227,-36.978,-128.704,-128.862,-127.928,-127.851,0.255,0.758,0.246
76.834,71.141,71.109,76.789,-131.766,-132.236,-129.862,-128.339,0.367,1.049,0.364
88.818,84.407,84.284,89.435,-98.293,-117.654,-109.838,-62.737,0.222,0.576,0.28
43.339,37.675,37.663,43.326,-131.848,-131.922,-131.061,-130.897,0.359,0.753,0.479
-27.634,-32.875,-32.887,-27.644,-131.643,-131.754,-130.955,-130.893,0.328,0.634,0.145
53.568,48.311,48.296,53.551,-130.593,-130.693,-129.639,-129.395,0.372,1.118,0.26
45.563,40.321,40.308,45.548,-123.233,-123.325,-122.455,-122.273,0.525,1.17,0.553
-59.126,-64.389,-64.411,-59.145,-135.888,-136.328,-134.622,-134.474,0.25,0.734,0.303
47.593,42.35,42.336,47.577,-122.128,-122.227,-121.326,-121.127,0.343,0.996,0.232
-20.659,-26.313,-26.324,-20.669,-130.465,-130.566,-129.829,-129.765,0.49,1.173,0.65
14.799,9.148,9.138,14.789,-130.024,-130.086,-129.435,-129.357,0.523,1.233,0.504
-34.48,-39.726,-39.739,-34.492,-129.69,-129.833,-128.941,-128.869,0.298,0.695,0.339
-24.573,-29.813,-29.824,-24.583,-132.639,-132.739,-131.971,-131.914,0.511,0.838,0.6
-53.661,-58.923,-58.945,-53.679,-128.307,-128.653,-127.227,-127.087,0.498,1.305,0.556
7.703,2.053,2.044,7.694,-130.099,-130.163,-129.522,-129.452,0.458,1.005,0.444
88.782,83.514,83.424,88.365,-119.555,-131.573,-124.507,-90.466,0.589,0.873,0.503
-76.484,-82.144,-82.222,-76.528,-137.691,-141.308,-135.511,-134.367,0.314,0.729,0.273
62.748,57.493,57.473,62.724,-120.625,-120.818,-119.519,-119.075,0.361,0.961,0.389
70.983,65.304,65.278,70.949,-124.479,-124.822,-123.082,-122.206,0.495,1.138,0.301
-0.331,-5.98,-5.989,-0.34,-129.129,-129.2,-128.555,-128.49,0.279,0.848,0.355
-8.755,-13.988,-13.998,-8.765,-122.898,-122.978,-122.314,-122.251,0.417,0.798,0.415
67.195,61.925,61.903,67.168,-130.18,-130.386,-128.825,-128.253,0.251,0.64,0.178
86.237,80.95,80.883,86.078,-128.019,-131.089,-126.049,-116.114,0.296,0.776,0.259
89.172,85.221,85.078,89.495,-86.569,-116.797,-107.697,-18.16,0.247,0.53,0.335
-51.748,-57.422,-57.443,-51.766,-126.114,-126.458,-125.093,-124.95,0.308,0.765,0.241
-28.494,-33.735,-33.746,-28.503,-134.807,-134.913,-134.106,-134.051,0.661,1.25,0.383
38.965,33.306,33.294,38.953,-129.751,-129.824,-129.026,-128.881,0.277,0.833,0.323
-58.036,-63.712,-63.737,-58.056,-130.666,-131.154,-129.468,-129.283,0.209,0.651,0.342
-15.765,-21.418,-21.428,-15.774,-129.333,-129.425,-128.721,-128.658,0.409,0.744,0.583
24.625,19.387,19.377,24.615,-132.06,-132.114,-131.42,-131.334,0.302,1.321,0.405
-54.8,-60.477,-60.5,-54.819,-124.195,-124.611,-123.097,-122.926,0.332,0.698,0.358
53.425,48.172,48.157,53.407,-127.357,-127.466,-126.431,-126.181,0.383,0.761,0.336
79.444,73.761,73.72,79.38,-120.013,-120.968,-118.31,-115.888,0.388,1.172,0.374
-71.881,-77.15,-77.2,-71.917,-133.406,-135.009,-131.479,-130.926,0.321,0.796,0.286
57.152,51.897,51.88,57.133,-127.265,-127.393,-126.261,-125.956,0.334,0.671,0.274
37.606,31.944,31.934,37.595,-133.003,-133.065,-132.271,-132.141,0.495,0.9,0.337
-80.428,-85.627,-85.782,-80.497,-136.907,-145.862,-135.199,-132.108,0.27,0.59,0.207
23.166,17.935,17.925,23.156,-124.618,-124.682,-124.012,-123.92,0.435,1.558,0.517
0.905,-4.325,-4.334,0.895,-123.825,-123.894,-123.257,-123.192,0.441,1.405,0.308
37.718,32.475,32.463,37.706,-129.767,-129.834,-129.044,-128.915,0.397,0.791,0.381
52.322,47.073,47.058,52.304,-124.163,-124.275,-123.278,-123.035,0.254,0.556,0.257
70.265,64.989,64.965,70.236,-132.279,-132.508,-130.734,-130.02,0.282,1.138,0.331
-83.17,-88.91,-88.123,-83.266,-140.844,-151.929,-142.814,-134.08,0.347,0.88,0.357
3.175,-2.06,-2.069,3.166,-134.401,-134.455,-133.808,-133.753,0.291,0.744,0.447
-53.085,-58.343,-58.362,-53.101,-134.512,-134.82,-133.441,-133.326,0.381,1.208,0.346
-6.002,-11.237,-11.245,-6.01,-134.494,-134.556,-133.895,-133.844,0.347,0.672,0.341
61.334,56.079,56.06,61.311,-122.828,-123.001,-121.751,-121.35,0.22,0.872,0.476
-35.744,-41.407,-41.421,-35.757,-124.47,-124.64,-123.716,-123.63,0.633,1.039,0.439
9.114,3.466,3.456,9.105,-126.901,-126.969,-126.331,-126.257,0.232,0.701,0.213
-26.611,-32.269,-32.281,-26.622,-124.255,-124.382,-123.586,-123.513,0.2,0.632,0.296
-54.746,-60.423,-60.447,-54.766,-125.237,-125.649,-124.14,-123.972,0.349,0.59,0.323
-5.138,-10.789,-10.798,-5.147,-131.305,-131.378,-130.72,-130.659,0.301,0.55,0.22
10.524,5.292,5.282,10.514,-129.007,-129.067,-128.424,-128.355,0.221,0.874,0.321
11.372,6.137,6.128,11.363,-133.257,-133.309,-132.659,-132.595,0.541,1.13,0.362
-55.005,-60.265,-60.284,-55.021,-135.635,-135.971,-134.505,-134.388,0.529,0.971,0.513
86.85,81.178,81.102,86.638,-114.94,-120.611,-115.631,-101.574,0.4,0.745,0.29
87.796,82.521,82.438,87.525,-122.523,-129.361,-123.28,-103.609,0.323,1.083,0.293
58.191,52.526,52.509,58.171,-120.792,-120.955,-119.827,-119.468,0.261,0.788,0.192
-37.695,-43.358,-43.371,-37.707,-130.823,-130.995,-130.042,-129.961,0.317,0.899,0.352
74.073,68.8,68.77,74.033,-126.399,-126.812,-124.757,-123.646,0.391,1.141,0.483
-26.335,-31.993,-32.004,-26.346,-127.407,-127.53,-126.739,-126.668,0.42,0.913,0.52
9.014,3.362,3.353,9.006,-134.347,-134.401,-133.753,-133.69,0.52,1.088,0.235
20.126,14.896,14.885,20.115,-123.593,-123.658,-123.001,-122.915,0.323,1.253,0.405
61.557,55.885,55.867,61.535,-126.051,-126.226,-124.968,-124.543,0.298,0.945,0.4
14.62,8.968,8.959,14.611,-132.158,-132.216,-131.562,-131.487,0.438,0.714,0.321
-64.283,-69.961,-69.992,-64.307,-134.301,-135.062,-132.85,-132.587,0.385,0.829,0.468
-13.654,-19.307,-19.316,-13.663,-133.528,-133.609,-132.916,-132.86,0.699,0.781,0.582
-14.595,-20.247,-20.257,-14.605,-122.986,-123.082,-122.386,-122.319,0.477,1.175,0.478
-59.154,-64.423,-64.449,-59.176,-126.587,-127.086,-125.335,-125.14,0.366,1.104,0.383
67.95,62.688,62.664,67.92,-122.516,-122.78,-121.222,-120.58,0.394,0.924,0.2
66.666,60.993,60.971,66.638,-121.511,-121.772,-120.312,-119.69,0.403,0.913,0.421
66.858,61.595,61.572,66.83,-124.74,-124.974,-123.467,-122.885,0.459,1.128,0.414
-31.986,-37.647,-37.66,-31.998,-128.58,-128.724,-127.863,-127.787,0.263,0.58,0.202
-29.815,-35.474,-35.487,-29.826,-125.376,-125.515,-124.68,-124.605,0.29,1.029,0.445
15.96,10.723,10.714,15.95,-133.215,-133.266,-132.605,-132.536,0.429,0.848,0.522
88.794,83.183,83.083,88.31,-98.74,-118.557,-112.125,-73.426,0.309,0.592,0.308
-77.949,-83.594,-83.705,-78.007,-130.342,-135.79,-128.46,-126.505,0.358,0.931,0.497
-49.627,-54.887,-54.906,-49.644,-127.057,-127.336,-126.073,-125.955,0.677,1.657,0.863
71.192,65.511,65.485,71.158,-126.649,-126.981,-125.21,-124.33,0.39,0.534,0.517
-27.832,-33.49,-33.502,-27.843,-128.49,-128.617,-127.809,-127.738,0.362,0.685,0.249
31.979,26.328,26.317,31.967,-121.319,-121.397,-120.681,-120.556,0.372,0.967,0.317
45.097,39.44,39.427,45.082,-122.176,-122.275,-121.419,-121.227,0.35,0.817,0.334
-5.335,-10.568,-10.577,-5.345,-128.133,-128.204,-127.549,-127.49,0.258,0.773,0.32
-2.854,-8.084,-8.094,-2.864,-123.873,-123.946,-123.301,-123.237,0.44,1.147,0.418
-18.584,-24.237,-24.248,-18.594,-125.159,-125.262,-124.54,-124.473,0.433,1.137,0.49
-24.765,-30.005,-30.017,-24.776,-126.324,-126.433,-125.662,-125.597,0.444,0.933,0.251
-65.47,-70.744,-70.78,-65.499,-125.132,-125.971,-123.611,-123.292,0.538,1.222,0.608
-42.783,-48.451,-48.467,-42.797,-124.686,-124.91,-123.838,-123.735,0.32,0.917,0.526
36.652,30.997,30.985,36.64,-126.575,-126.651,-125.886,-125.747,0.322,0.922,0.527
-71.847,-77.118,-77.172,-71.885,-128.273,-129.942,-126.371,-125.766,0.197,0.688,0.24
-4.818,-10.051,-10.061,-4.827,-130.242,-130.31,-129.656,-129.598,0.555,1.656,0.364
86.885,81.21,81.134,86.674,-117.332,-122.842,-117.808,-103.713,0.436,1.22,0.604
-22.817,-28.473,-28.483,-22.827,-133.661,-133.762,-133.006,-132.948,0.447,0.94,0.224
-78.113,-83.759,-83.858,-78.164,-138.379,-143.56,-136.221,-134.583,0.272,0.766,0.264
-12.036,-17.269,-17.28,-12.046,-124.001,-124.085,-123.406,-123.344,0.191,0.553,0.286
64.335,58.663,58.642,64.31,-123.782,-123.997,-122.638,-122.121,0.228,0.762,0.181
67.34,62.076,62.053,67.312,-125.8,-126.037,-124.496,-123.896,0.321,0.665,0.378
59.849,54.597,54.578,59.828,-120.737,-120.902,-119.709,-119.339,0.324,0.599,0.36
42.509,36.845,36.834,42.496,-131.859,-131.932,-131.082,-130.923,0.277,0.904,0.397
7.763,2.111,2.102,7.755,-134.359,-134.413,-133.766,-133.704,0.452,1.022,0.288
8.854,3.205,3.195,8.845,-129.025,-129.09,-128.45,-128.377,0.397,1.071,0.342
27.642,21.993,21.982,27.631,-123.501,-123.573,-122.884,-122.774,0.493,0.929,0.572
89.577,88.766,88.661,88.942,-18.421,-52.572,-15.739,27.203,1.084,2.137,0.52
-48.629,-53.884,-53.901,-48.643,-133.277,-133.524,-132.312,-132.213,0.343,1.014,0.428
-83.17,-88.129,-88.522,-83.266,-140.844,-171.124,-146.2,-134.08,0.338,0.919,0.363
8.955,3.723,3.713,8.946,-130.086,-130.145,-129.502,-129.436,0.373,0.856,0.328
-36.573,-41.822,-41.836,-36.586,-124.492,-124.654,-123.722,-123.642,0.573,1.111,0.407
87.753,82.091,82.006,87.465,-112.675,-121.375,-115.796,-94.899,0.687,1.53,0.39
-32.659,-38.321,-38.334,-32.672,-126.493,-126.644,-125.771,-125.692,0.41,1.1,0.257
31.979,26.745,26.734,31.967,-121.319,-121.391,-120.673,-120.556,0.364,1.033,0.343
75.764,70.486,70.454,75.719,-128.433,-128.9,-126.641,-125.314,0.496,1.213,0.395
-67.056,-72.739,-72.779,-67.086,-126.382,-127.453,-124.812,-124.413,0.202,0.954,0.317
-19.07,-24.725,-24.735,-19.079,-133.604,-133.695,-132.969,-132.912,0.339,0.919,0.349
12.806,7.572,7.563,12.796,-131.109,-131.166,-130.516,-130.447,0.387,1.503,0.259
-82.743,-87.761,-88.106,-82.84,-135.413,-160.014,-138.874,-128.959,0.416,0.61,0.373
89.65,85.022,84.9,89.183,-57.004,-129.313,-120.176,22.068,0.512,0.757,0.355
8.363,2.712,2.703,8.354,-132.22,-132.28,-131.635,-131.567,0.427,0.959,0.366
-58.257,-63.521,-63.544,-58.277,-132.757,-133.198,-131.535,-131.37,0.403,0.729,0.392
72.731,67.041,67.016,72.696,-132.131,-132.432,-130.495,-129.538,0.303,0.944,0.355
42.762,37.521,37.509,42.748,-124.348,-124.433,-123.599,-123.437,0.23,1.028,0.195
84.503,78.82,78.76,84.38,-119.856,-122.38,-118.453,-111.886,0.361,1.01,0.47
-7.086,-12.318,-12.328,-7.096,-122.874,-122.952,-122.295,-122.232,0.343,0.648,0.378
-61.596,-67.272,-67.297,-61.616,-136.075,-136.655,-134.725,-134.535,0.409,1.064,0.578
86.037,80.769,80.696,85.867,-116.748,-120.75,-115.993,-105.894,0.309,0.717,0.317
11.877,6.644,6.635,11.868,-130.055,-130.113,-129.467,-129.397,0.408,1.532,0.429
-53.338,-58.601,-58.622,-53.356,-127.245,-127.587,-126.173,-126.033,0.39,0.936,0.405
70.941,65.264,65.237,70.907,-123.394,-123.744,-122.013,-121.135,0.402,0.917,0.579
40.433,34.77,34.759,40.421,-131.885,-131.956,-131.132,-130.985,0.36,0.576,0.361
-26.428,-31.67,-31.682,-26.439,-126.356,-126.471,-125.683,-125.616,0.298,0.633,0.246
52.596,47.343,47.328,52.579,-127.375,-127.481,-126.465,-126.225,0.492,0.99,0.406
-30.809,-36.468,-36.48,-30.82,-132.758,-132.889,-132.047,-131.98,0.362,0.833,0.351
52.579,46.918,46.902,52.562,-122.019,-122.144,-121.156,-120.89,0.299,0.651,0.347
17.981,12.334,12.324,17.971,-122.559,-122.629,-121.982,-121.892,0.269,0.748,0.281
-13.103,-18.338,-18.348,-13.113,-126.127,-126.211,-125.526,-125.465,0.314,0.885,0.286
-15.146,-20.382,-20.392,-15.155,-131.436,-131.517,-130.819,-130.763,0.335,1.049,0.381
-29.991,-35.235,-35.248,-30.003,-123.275,-123.406,-122.574,-122.502,0.415,0.917,0.4
12.873,7.225,7.215,12.864,-126.859,-126.925,-126.283,-126.204,0.262,0.453,0.215
-5.176,-10.825,-10.835,-5.186,-126.017,-126.096,-125.442,-125.376,0.481,0.944,0.484
48.84,43.596,43.582,48.824,-122.102,-122.206,-121.283,-121.073,0.342,0.592,0.204
-15.788,-21.44,-21.451,-15.798,-124.059,-124.157,-123.454,-123.387,0.306,0.703,0.337
26.146,20.913,20.902,26.135,-125.644,-125.708,-125.021,-124.924,0.369,0.867,0.365
86.644,81.358,81.288,86.466,-127.385,-130.986,-125.706,-114.146,0.291,0.772,0.249
31.476,26.236,26.226,31.465,-129.843,-129.905,-129.172,-129.065,0.339,0.616,0.28
-60.905,-66.173,-66.201,-60.928,-129.852,-130.404,-128.534,-128.326,0.338,1.175,0.458
-51.846,-57.517,-57.535,-51.862,-134.452,-134.765,-133.421,-133.304,0.327,1.194,0.379
43.833,38.581,38.57,43.82,-132.929,-132.995,-132.117,-131.965,0.42,0.896,0.579
-61.151,-66.831,-66.86,-61.174,-127.796,-128.424,-126.489,-126.249,0.331,0.634,0.281
72.901,67.222,67.194,72.862,-122.137,-122.564,-120.686,-119.619,0.454,1.003,0.515
-50.452,-56.125,-56.145,-50.469,-127.095,-127.413,-126.104,-125.971,0.379,1.312,0.444
79.004,73.316,73.277,78.944,-125.68,-126.479,-123.847,-121.651,0.308,0.959,0.361
75.99,70.306,70.273,75.944,-125.071,-125.625,-123.417,-121.941,0.434,0.84,0.312
9.79,4.14,4.131,9.781,-130.077,-130.14,-129.497,-129.425,0.393,1.193,0.267
-23.284,-28.94,-28.951,-23.295,-124.189,-124.306,-123.544,-123.473,0.313,1.065,0.382
7.534,2.305,2.295,7.524,-122.686,-122.752,-122.119,-122.048,0.165,0.525,0.369
41.479,35.814,35.803,41.468,-134.049,-134.111,-133.268,-133.124,0.291,0.613,0.267
20.041,14.804,14.795,20.032,-132.105,-132.158,-131.486,-131.408,0.495,0.773,0.356
9.79,4.557,4.548,9.781,-130.077,-130.136,-129.492,-129.425,0.332,1.094,0.188
-72.201,-77.472,-77.527,-72.24,-129.385,-131.122,-127.456,-126.831,0.365,0.765,0.546
-55.396,-61.073,-61.096,-55.416,-127.367,-127.789,-126.251,-126.082,0.435,0.974,0.549
43.204,37.541,37.529,43.191,-130.768,-130.846,-129.99,-129.824,0.377,1.153,0.36
-43.991,-49.243,-49.257,-44.004,-134.144,-134.338,-133.263,-133.183,0.484,1.421,0.494
62.785,57.518,57.499,62.763,-131.458,-131.604,-130.251,-129.842,0.652,1.383,0.513
65.471,59.799,59.777,65.444,-122.651,-122.887,-121.481,-120.917,0.494,1.078,0.309
73.826,68.558,68.527,73.786,-123.132,-123.565,-121.559,-120.455,0.369,0.94,0.45
7.861,2.213,2.203,7.852,-126.916,-126.984,-126.347,-126.273,0.289,1.109,0.348
-51.439,-57.111,-57.131,-51.456,-129.234,-129.563,-128.22,-128.085,0.398,0.846,0.371
-5.834,-11.065,-11.075,-5.844,-122.857,-122.933,-122.28,-122.217,0.321,0.891,0.232
60.183,54.92,54.903,60.163,-130.434,-130.568,-129.321,-128.969,0.321,0.785,0.531
25.671,20.439,20.429,25.661,-124.587,-124.653,-123.97,-123.873,0.447,0.747,0.578
76.607,70.925,70.891,76.557,-121.68,-122.317,-120.06,-118.439,0.408,1.033,0.516
82.733,77.041,76.992,82.644,-126.833,-128.274,-124.829,-120.655,0.326,1.187,0.342
0.672,-4.98,-4.988,0.663,-134.425,-134.485,-133.836,-133.779,0.486,1.194,0.542
-14.954,-20.189,-20.2,-14.964,-124.046,-124.134,-123.44,-123.377,0.346,0.899,0.449
86.215,80.951,80.875,86.035,-114.036,-118.465,-113.633,-102.771,0.216,0.975,0.238
0.926,-4.305,-4.315,0.917,-128.056,-128.121,-127.48,-127.417,0.807,1.533,0.531
-67.155,-72.834,-72.869,-67.182,-134.639,-135.638,-133.041,-132.702,0.253,0.866,0.32
-19.928,-25.165,-25.176,-19.938,-128.344,-128.439,-127.71,-127.649,0.574,1.484,0.444
43.619,37.956,37.944,43.606,-130.762,-130.84,-129.979,-129.811,0.342,0.877,0.338
-75.061,-80.323,-80.389,-75.104,-135.246,-137.797,-133.082,-132.226,0.204,0.502,0.344
-80.127,-85.721,-85.895,-80.201,-129.683,-139.805,-128.705,-124.948,0.375,1.008,0.416
5.083,-0.564,-0.574,5.073,-123.773,-123.845,-123.212,-123.138,0.384,1.051,0.373
13.129,7.896,7.887,13.12,-130.042,-130.099,-129.451,-129.38,0.469,1.511,0.385
-33.895,-39.555,-39.566,-33.905,-134.915,-135.052,-134.168,-134.105,0.288,1.02,0.496
-59.679,-65.354,-65.378,-59.698,-134.914,-135.429,-133.649,-133.47,0.644,1.108,0.318
45.097,39.856,39.842,45.082,-122.176,-122.268,-121.407,-121.227,0.314,0.946,0.323
44.449,39.2,39.188,44.436,-130.75,-130.825,-129.946,-129.783,0.25,0.854,0.325
-28.881,-34.539,-34.55,-28.891,-131.668,-131.793,-130.975,-130.907,0.303,0.584,0.165
27.209,21.968,21.959,27.2,-133.109,-133.161,-132.45,-132.361,0.302,1.241,0.48
-21.837,-27.493,-27.503,-21.847,-134.697,-134.791,-134.044,-133.989,0.215,0.919,0.381
0.943,-4.291,-4.3,0.934,-133.36,-133.417,-132.77,-132.714,0.348,0.896,0.304
46.109,40.444,40.431,46.095,-130.725,-130.808,-129.91,-129.724,0.285,0.738,0.304
7.201,1.966,1.958,7.192,-133.297,-133.351,-132.705,-132.645,0.372,0.912,0.377
-72.265,-77.94,-77.988,-72.297,-137.474,-139.223,-135.505,-134.972,0.623,1.138,0.438
38.772,33.11,33.099,38.76,-131.906,-131.974,-131.17,-131.031,0.308,0.456,0.241
-64.189,-69.459,-69.491,-64.214,-130.17,-130.891,-128.71,-128.444,0.215,0.648,0.317
-73.627,-78.891,-78.945,-73.663,-136.818,-138.775,-134.716,-134.092,0.325,0.769,0.252
47.642,41.983,41.97,47.627,-123.194,-123.298,-122.401,-122.189,0.66,1.168,0.566
-75.126,-80.794,-80.858,-75.165,-138.19,-140.924,-136.014,-135.188,0.362,1.097,0.232
54.24,48.992,48.976,54.221,-121.977,-122.102,-121.067,-120.797,0.432,0.993,0.396
76.548,70.854,70.824,76.505,-132.995,-133.407,-131.062,-129.631,0.536,1.207,0.334
50.551,45.306,45.291,50.535,-123.133,-123.241,-122.284,-122.059,0.374,1.131,0.382
74.484,69.211,69.18,74.443,-126.356,-126.787,-124.69,-123.527,0.398,1.293,0.343
5.862,0.633,0.623,5.852,-122.706,-122.773,-122.14,-122.071,0.199,0.487,0.384
-43.991,-49.657,-49.672,-44.004,-134.144,-134.355,-133.27,-133.183,0.322,0.737,0.251
89.607,85.369,85.235,89.222,-62.775,-127.617,-117.866,19.508,0.321,1.206,0.301
-67.155,-72.424,-72.459,-67.182,-134.639,-135.544,-133.01,-132.702,0.254,0.918,0.547
-59.731,-65.412,-65.44,-59.754,-124.548,-125.124,-123.295,-123.068,0.431,1.364,0.578
-60.585,-66.261,-66.287,-60.605,-133.962,-134.524,-132.668,-132.468,0.349,0.53,0.248
-47.794,-53.467,-53.486,-47.811,-123.832,-124.116,-122.897,-122.773,0.513,1.181,0.492
-66.48,-72.162,-72.2,-66.509,-128.377,-129.374,-126.834,-126.466,0.38,1.297,0.413
-55.566,-61.241,-61.263,-55.585,-130.503,-130.918,-129.382,-129.22,0.227,0.658,0.28
45.694,40.029,40.017,45.68,-130.731,-130.814,-129.922,-129.739,0.306,0.717,0.345
4.938,-0.293,-0.303,4.928,-126.95,-127.014,-126.377,-126.311,0.523,0.893,0.297
64.156,58.893,58.873,64.132,-128.12,-128.301,-126.908,-126.442,0.206,0.805,0.163
65.74,60.468,60.448,65.716,-132.477,-132.64,-131.143,-130.651,0.451,1.165,0.346
-19.954,-25.608,-25.619,-19.965,-124.129,-124.236,-123.503,-123.435,0.301,0.816,0.263
-26.585,-31.827,-31.838,-26.596,-128.465,-128.577,-127.788,-127.724,0.273,0.577,0.255
23.728,18.495,18.485,23.718,-126.736,-126.798,-126.121,-126.03,0.363,1.06,0.428
89.513,85.759,85.601,89.183,-50.601,-118.415,-108.154,20.125,0.247,0.96,0.344
76.976,71.295,71.26,76.925,-120.524,-121.203,-118.907,-117.198,0.402,0.692,0.274
63.162,57.907,57.886,63.138,-120.607,-120.805,-119.49,-119.033,0.344,1.045,0.39
0.344,-5.305,-5.314,0.334,-127.004,-127.077,-126.435,-126.367,0.252,0.886,0.357
-20.242,-25.897,-25.908,-20.252,-130.458,-130.559,-129.824,-129.761,0.407,0.933,0.609
-65.295,-70.973,-71.003,-65.318,-136.423,-137.219,-134.9,-134.647,0.419,0.943,0.337
-9.115,-14.348,-14.358,-9.125,-123.959,-124.038,-123.373,-123.311,0.213,0.581,0.363
35.099,29.447,29.436,35.087,-122.338,-122.418,-121.676,-121.54,0.491,1.267,0.534
-13.746,-18.982,-18.991,-13.755,-132.473,-132.55,-131.859,-131.805,0.318,0.949,0.22
61.009,55.745,55.727,60.988,-130.41,-130.55,-129.273,-128.903,0.222,0.639,0.328
